O,D,trips_modelled
40280,1503009,0.2177824535764182
40280,1503074,0.07878719432679676
40280,1503251,0.38613589750916405
40280,1503263,0.09189000921861132
40280,1503275,0.021901831323804
40280,1503348,0.10256664626327643
40280,1503350,0.2843013204961741
40280,1503404,0.010416317825577217
40280,1503423,0.02243712076259861
40280,1503432,0.22256897708643048
40280,1503436,0.30949054817634747
40280,1503482,0.1432429399272712
40280,1503510,0.7276306593400765
40280,1503575,0.41059801284534403
40280,1503604,0.8716970328337865
40280,1503611,0.07999146597288248
40280,1503674,0.41925374119918773
40280,1503676,0.699746668185252
40280,1503820,0.2993926632497944
40280,1503857,0.4516727750626541
40280,1503910,0.053322773672188094
40282,1503001,0.38492890683468334
40282,1503009,0.0917427103528554
40282,1503044,0.9797095201111481
40282,1503096,0.9552865026565445
40282,1503138,0.19934507718730415
40282,1503206,0.09140162984868559
40282,1503233,0.06278339101453087
40282,1503275,0.09576752493801083
40282,1503286,0.2557654078209726
40282,1503325,3.43900925831082
40282,1503404,0.09941643571979439
40282,1503432,0.17599434030661923
40282,1503436,3.6208420162076
40282,1503471,0.2801724998109709
40282,1503524,0.16021396317028766
40282,1503604,0.22248767185440063
40282,1503607,0.6567809363622112
40282,1503636,0.30801391015291313
40282,1503645,0.287816168423957
40282,1503674,1.2727629954698145
40282,1503676,0.40308560671839194
40282,1503820,0.10798492810776611
40282,1503857,0.9599123292249339
40282,1503910,0.22122223852827802
40283,1503044,0.10105442976716272
40283,1503325,0.1849910270501484
40283,1503590,0.17099174920924
40283,1503638,0.19005976338247932
40283,1503645,0.01613948813961335
40283,1503723,0.1501309090041122
40283,1503836,0.6315762787440138
40283,1503964,0.49855105124489874
40283,1503986,0.08274481313912711
40284,1503009,0.046669410941552476
40284,1503074,0.021199420338465856
40284,1503096,0.0503565424807443
40284,1503138,0.017976041796016213
40284,1503233,0.004924983220880169
40284,1503251,0.07989927905637441
40284,1503263,0.026907388904398002
40284,1503275,0.007744865517815039
40284,1503286,0.03691991412939003
40284,1503325,0.09396303735270978
40284,1503348,0.03942866014448791
40284,1503350,0.06706956646797047
40284,1503404,0.006213418098622194
40284,1503423,0.00806851041414933
40284,1503432,0.06478556180931919
40284,1503436,0.18621534230299622
40284,1503471,0.012393962943995335
40284,1503482,0.029638889059688762
40284,1503510,0.09804876512476712
40284,1503575,0.06945895992234861
40284,1503604,0.11334989667163521
40284,1503607,0.04590685411345259
40284,1503611,0.025530030231636695
40284,1503636,0.016472466259192752
40284,1503645,0.008474057484730499
40284,1503674,0.16201718591744285
40284,1503676,0.19469555092177834
40284,1503820,0.05482964377245952
40284,1503857,0.26205188549520536
40284,1503910,0.018421483338338155
40285,1503001,0.3579597413782224
40285,1503044,1.9802866720085668
40285,1503096,0.6212821524277037
40285,1503138,0.08989682939231847
40285,1503206,0.08472037299646494
40285,1503233,0.03005195914164088
40285,1503275,0.02812613054159021
40285,1503325,4.997257325437132
40285,1503404,0.013787931063344023
40285,1503436,0.5022237571282484
40285,1503471,0.13920430849809717
40285,1503607,0.3505746129523905
40285,1503636,0.13227938753243745
40285,1503645,0.37687223972741485
40285,1503674,0.2181799176046345
40285,1503723,0.12899982736792598
40285,1503836,0.2898230443176238
40285,1503857,0.14536676203783355
40285,1503910,0.06502172943866347
40285,1503964,0.17557117601012445
40285,1503986,0.0208130942395896
40288,1503009,0.017301618831633486
40288,1503074,0.009952215650845862
40288,1503251,0.05326059664483785
40288,1503263,0.010589872487405654
40288,1503350,0.03595499582274018
40288,1503404,6.184852992462734e-4
40288,1503423,0.002258507491660783
40288,1503432,0.023004502018962286
40288,1503436,0.018406864760287786
40288,1503482,0.01975847617823366
40288,1503510,0.14183814428095348
40288,1503575,0.06409339533791573
40288,1503604,0.0763013683837343
40288,1503611,0.00876067100249303
40288,1503674,0.02578244825284001
40288,1503676,0.05494085314809286
40288,1503820,0.02911394049235884
40288,1503857,0.029639678303347326
40289,1503044,0.025129666894437942
40289,1503590,0.06564766278196182
40289,1503638,0.06876631956377859
40289,1503723,0.05127805921299953
40289,1503836,0.22249198129742678
40289,1503964,0.20626813512305822
40289,1503986,0.04244327627342598
41507,1503009,0.026881897344174455
41507,1503050,0.17700691428211845
41507,1503074,0.5256561304086609
41507,1503103,0.2837145588880551
41507,1503251,0.5113907511485258
41507,1503263,0.34593587261557657
41507,1503286,0.1081015443642085
41507,1503308,0.2930268693428465
41507,1503348,0.23978002763477638
41507,1503350,0.500206772807848
41507,1503383,0.5863723435389427
41507,1503423,0.057131652477319286
41507,1503432,0.19312387917520482
41507,1503482,0.18971724526102524
41507,1503510,0.22272843329543587
41507,1503514,0.30577270922104094
41507,1503575,0.2441226940018332
41507,1503604,0.067503015895175
41507,1503611,0.27855167055173585
41507,1503676,0.11362090668852923
41507,1503820,0.04585329325942434
41507,1503857,0.07902454784427526
41507,1503869,0.1929086300891943
41507,1503883,0.3541877979322402
41508,1503009,0.0864849379665291
41508,1503050,0.23529810747742833
41508,1503074,0.772606830840555
41508,1503096,0.39089209859846397
41508,1503103,0.4313661814776782
41508,1503138,0.33094501748960964
41508,1503233,0.06862244138581684
41508,1503251,0.7780667291074381
41508,1503263,0.9574412333460688
41508,1503286,1.0982565219804763
41508,1503308,0.46696924966581493
41508,1503348,1.9787798886050785
41508,1503350,0.8925064371642236
41508,1503383,0.7141326834903954
41508,1503404,0.007826104507500443
41508,1503423,0.4262798259374777
41508,1503432,0.6908826279660548
41508,1503436,0.25286741480315583
41508,1503482,0.28862425952483384
41508,1503510,0.3422304159905382
41508,1503514,0.778052003932992
41508,1503524,0.32233133266275754
41508,1503575,0.38322372463590193
41508,1503604,0.18179603515468282
41508,1503607,0.5610009288861993
41508,1503611,1.1660978601162006
41508,1503676,0.411832487533778
41508,1503820,0.12785931069287637
41508,1503857,0.4605992098793432
41508,1503869,0.40666971588539635
41508,1503883,0.599462648855789
41509,1503009,0.01873217440313819
41509,1503050,0.060184649757222784
41509,1503074,0.20157352736085082
41509,1503096,0.06823089224856253
41509,1503103,0.1077033396585661
41509,1503138,0.05827261710683842
41509,1503233,0.011999211887981951
41509,1503251,0.1925627151129466
41509,1503263,0.2527950381485841
41509,1503286,0.19499741956347263
41509,1503308,0.11738290665739248
41509,1503348,0.38806324609779597
41509,1503350,0.22219783006953492
41509,1503383,0.18295653943325924
41509,1503404,0.0014759286789149382
41509,1503423,0.09087511292212651
41509,1503432,0.15690534109116927
41509,1503436,0.0473966713871024
41509,1503482,0.0714316515557988
41509,1503510,0.08171119171925509
41509,1503514,0.18566242775460445
41509,1503524,0.05731042799697979
41509,1503575,0.09257617131805455
41509,1503604,0.04011543465210183
41509,1503607,0.09799824071159516
41509,1503611,0.29714353513514713
41509,1503676,0.0879517522820668
41509,1503820,0.028363066722586035
41509,1503857,0.08987422878010658
41509,1503869,0.10178088724939927
41509,1503883,0.1530027082337291
41510,1503009,0.09614891530822921
41510,1503074,0.44460022053469195
41510,1503096,4.552189252239387
41510,1503138,3.745251726824678
41510,1503206,0.5728481873366429
41510,1503233,0.8909675918783806
41510,1503251,0.4777704078653216
41510,1503263,0.5163208327472676
41510,1503286,3.503475328335843
41510,1503325,1.4511878087735517
41510,1503348,1.9453778609018895
41510,1503350,0.5287169153947312
41510,1503404,0.02736046140290258
41510,1503423,0.29164944629336453
41510,1503432,0.5024775842343736
41510,1503436,0.9445842105903434
41510,1503482,0.17722707887710779
41510,1503514,0.6845151577010001
41510,1503524,3.0673492367731305
41510,1503607,7.245473343642473
41510,1503611,0.6736306763834491
41510,1503645,0.2030174288122811
41510,1503676,0.4723973365597406
41510,1503820,0.1261083201643039
41510,1503857,0.9232045795910886
41510,1503869,0.2764752543595315
41510,1503883,0.38014763230660803
41511,1503590,0.7806664781376683
41511,1503638,0.6100163219596922
41511,1503723,0.17757681188763041
41511,1503964,0.17056302255993278
41511,1503986,0.007358884245166205
41512,1503009,0.01784373442607344
41512,1503050,0.07799172450819784
41512,1503074,0.2765107695066938
41512,1503103,0.13009236566611745
41512,1503138,0.033630845554484555
41512,1503233,0.0069022993033259535
41512,1503251,0.25090975734284
41512,1503263,0.34404080076777394
41512,1503286,0.11311911158809879
41512,1503308,0.14252595410750968
41512,1503348,0.24246642349839442
41512,1503350,0.28650073742729243
41512,1503383,0.24072204059907285
41512,1503423,0.058242298954911044
41512,1503432,0.15098105093010353
41512,1503482,0.09307769133384142
41512,1503510,0.10069409165347283
41512,1503514,0.18946652353344431
41512,1503524,0.03339594144183091
41512,1503575,0.11549560060469173
41512,1503604,0.04054145905233892
41512,1503607,0.056396521252262306
41512,1503611,0.27067486572812305
41512,1503676,0.08029905111250218
41512,1503820,0.028586832055482268
41512,1503857,0.06728669096663488
41512,1503869,0.11661101341207218
41512,1503883,0.190731654621813
41513,1503590,2.3945497267312517
41513,1503638,1.869957983227793
41513,1503723,0.5968687403508562
41513,1503964,0.6927033114366203
41513,1503986,0.030547620490807025
41514,1503009,0.07291358864474554
41514,1503050,0.2781561770365656
41514,1503074,0.9591446529913558
41514,1503096,0.20909711615547452
41514,1503103,0.48175844503896154
41514,1503138,0.1788326463145139
41514,1503233,0.0366864521525609
41514,1503251,0.873308630999059
41514,1503263,1.2374458344362385
41514,1503286,0.6008549724256945
41514,1503308,0.5280799298255472
41514,1503348,1.260285047235909
41514,1503350,1.0088258911242067
41514,1503383,0.8492842055026517
41514,1503404,0.004955932506900286
41514,1503423,0.3023855110052479
41514,1503432,0.6258171614084234
41514,1503436,0.15808109291075234
41514,1503482,0.3239590230514709
41514,1503510,0.3583933919773798
41514,1503514,0.7742103531036703
41514,1503524,0.17709030698679462
41514,1503575,0.4097524892990708
41514,1503604,0.1602269915629766
41514,1503607,0.29954243633144645
41514,1503611,1.2632650765708986
41514,1503676,0.3359393136868315
41514,1503820,0.11345750061542269
41514,1503857,0.3111988657092962
41514,1503869,0.4505172083453858
41514,1503883,0.7004660210926529
41515,1503009,0.03127537048183439
41515,1503050,0.1880100249562041
41515,1503074,0.6527987789333127
41515,1503103,0.3038968296812939
41515,1503138,0.049126966085267926
41515,1503233,0.009999049458301289
41515,1503251,0.523789979145693
41515,1503263,0.5307441417245905
41515,1503286,0.1658656999503912
41515,1503308,0.3279733446325375
41515,1503348,0.3666355524907529
41515,1503350,0.5669746976883507
41515,1503383,0.5929650586717603
41515,1503423,0.08753370227053543
41515,1503432,0.2497159404359375
41515,1503482,0.19431069133047232
41515,1503510,0.2117044647580695
41515,1503514,0.38617833111543426
41515,1503524,0.04929974002925642
41515,1503575,0.24024286907557466
41515,1503604,0.07426801347863814
41515,1503611,0.42494100314010247
41515,1503676,0.1368272289246498
41515,1503820,0.05169422410645943
41515,1503857,0.1048353479115178
41515,1503869,0.24592445617292286
41515,1503883,0.42913268287968503
41516,1503590,0.791728292427874
41516,1503638,0.61460273526309
41516,1503723,0.1730997485707518
41516,1503964,0.16012145113363496
41516,1503986,0.006891798856067437
41521,1503001,0.11068167864182235
41521,1503253,0.1338791607022453
41521,1503275,0.027641731207877523
41521,1503353,0.30136471426422756
41521,1503471,0.030181113057591365
41521,1503636,0.06105704843141956
41521,1503642,0.2158752290504604
41521,1503670,0.01602882999986864
41521,1503674,0.061158633002912695
41521,1503751,0.12817262798260373
41521,1503910,0.07503206810146272
41523,1503001,0.5390316075634348
41523,1503044,0.06126829786871312
41523,1503253,0.03246158827775512
41523,1503275,0.01961494921744365
41523,1503353,0.05448736870958482
41523,1503471,0.05565734197273457
41523,1503636,0.08649168685700688
41523,1503642,0.26834981871564706
41523,1503670,0.004247102872166681
41523,1503751,0.03354414869555221
41523,1503910,0.0497630892623038
41524,1503001,0.23765670562995136
41524,1503044,0.03826416266710595
41524,1503253,0.03084550167870247
41524,1503275,0.03183738041271351
41524,1503353,0.06325647112452844
41524,1503471,0.05562812005937944
41524,1503636,0.10515076779944853
41524,1503642,0.4520988177284683
41524,1503670,0.004012293997488728
41524,1503674,0.06550730214937499
41524,1503751,0.03085495539522583
41524,1503910,0.08282444988744163
41525,1503001,1.3379493253072736
41525,1503044,0.15525112445358738
41525,1503253,0.06374511135542925
41525,1503275,0.054369396422513525
41525,1503325,0.30678140198018766
41525,1503353,0.11449548321931824
41525,1503471,0.15425702902171254
41525,1503636,0.2421958612697662
41525,1503642,0.6919856750407103
41525,1503670,0.008410274845995514
41525,1503751,0.06543410027898279
41525,1503910,0.13743640004256563
41526,1503001,0.22005598621419875
41526,1503044,0.026271201985401938
41526,1503253,0.011346093667771206
41526,1503275,0.010189848050962357
41526,1503325,0.052644601084724366
41526,1503353,0.020768731551871426
41526,1503471,0.02774823132642433
41526,1503636,0.044492987382092335
41526,1503642,0.1304880940298788
41526,1503670,0.0014983047596743035
41526,1503674,0.02288303823804202
41526,1503751,0.011616572890815174
41526,1503910,0.0258073881614006
41527,1503001,0.35162384751376646
41527,1503044,0.05920902164896047
41527,1503253,0.04662794053713969
41527,1503275,0.05238478060278103
41527,1503353,0.09701928058762962
41527,1503471,0.08794748587083516
41527,1503636,0.16832898402360877
41527,1503642,0.6382215889909318
41527,1503670,0.006036480993362854
41527,1503674,0.10748589424375658
41527,1503751,0.04646605087343044
41527,1503910,0.13649460490114823
41528,1503001,0.05888861975623242
41528,1503253,0.03261864620353504
41528,1503275,0.033074379034082745
41528,1503353,0.07777150487583494
41528,1503471,0.026300981656225263
41528,1503636,0.05370759328621368
41528,1503642,0.09692782430320347
41528,1503670,0.0035089473399141386
41528,1503674,0.09172456152368745
41528,1503751,0.02966788837196212
41528,1503910,0.09045835606919649
41529,1503001,0.8858546893567215
41529,1503044,0.12021856069110079
41529,1503253,0.07303589289677707
41529,1503275,0.06808820649837075
41529,1503325,0.25189958992904227
41529,1503353,0.14063509091115758
41529,1503471,0.15201118988766302
41529,1503636,0.2651209717224708
41529,1503642,0.956783184982524
41529,1503670,0.009625820159211023
41529,1503674,0.1454583043249863
41529,1503751,0.07411954173144211
41529,1503910,0.17450729855695943
41530,1503001,0.10778055295172248
41530,1503253,0.018885201131759923
41530,1503275,0.021921040047187246
41530,1503353,0.040668683310696736
41530,1503471,0.03113366889898132
41530,1503636,0.06166943550346308
41530,1503642,0.19223343831122258
41530,1503670,0.002405654763925713
41530,1503674,0.044565058785487485
41530,1503751,0.018612601085910386
41530,1503910,0.0578152555029747
41531,1503001,1.5112259094090432
41531,1503044,0.2231383939232035
41531,1503253,0.15263421228839266
41531,1503275,0.15198815802393195
41531,1503353,0.3032832645489577
41531,1503471,0.30408549468824114
41531,1503636,0.5521346598444402
41531,1503642,2.2169527651710847
41531,1503670,0.020019857366468476
41531,1503674,0.31854196696393755
41531,1503751,0.15388616885048031
41531,1503910,0.3919595665543876
41532,1503001,0.22399826027010528
41532,1503253,0.03674699858825325
41532,1503275,0.039786250608715504
41532,1503353,0.07785381244547344
41532,1503471,0.06027556883452461
41532,1503636,0.11782017830371457
41532,1503642,0.41201325455853244
41532,1503670,0.004719058584521409
41532,1503674,0.08099475748173156
41532,1503751,0.036409296706157196
41532,1503910,0.1045153692432637
41533,1503001,0.08894809929085644
41533,1503009,0.04383622874980525
41533,1503044,0.16034901226668727
41533,1503096,0.1709568858360616
41533,1503138,0.04282992146306584
41533,1503233,0.012892801314679765
41533,1503251,0.07737871148130743
41533,1503275,0.034915781373547276
41533,1503286,0.06630668213262036
41533,1503325,0.5457309955859485
41533,1503350,0.06755998320851991
41533,1503404,0.033801564673730404
41533,1503432,0.06891048987066693
41533,1503436,1.0071067733134331
41533,1503471,0.07255897509612677
41533,1503482,0.028703711409005087
41533,1503510,0.09385551837127491
41533,1503575,0.06521939277100407
41533,1503604,0.11256015028908517
41533,1503607,0.12916563010733134
41533,1503636,0.0897431681731195
41533,1503645,0.04412732101240521
41533,1503674,0.6086771586232445
41533,1503676,0.18450145622524639
41533,1503820,0.05151641539480568
41533,1503857,0.3809964644112487
41533,1503910,0.08145725138819525
41534,1503001,0.0658987230945564
41534,1503009,0.004592412437431049
41534,1503044,0.19022938724038252
41534,1503096,0.08454338031990473
41534,1503138,0.014366258755696748
41534,1503206,0.009123026787943384
41534,1503233,0.004697438844168582
41534,1503275,0.009716349726700015
41534,1503325,0.6294927196137686
41534,1503404,0.005064121064276658
41534,1503436,0.18204581626714594
41534,1503471,0.03955562521402654
41534,1503607,0.05174565512634996
41534,1503636,0.03945571945759514
41534,1503642,0.01823119274969791
41534,1503645,0.04135734348817492
41534,1503674,0.08681808845024282
41534,1503676,0.02002501518229782
41534,1503857,0.04759022465456783
41534,1503910,0.02239014252214524
41535,1503001,0.206544044584594
41535,1503009,0.06833559832507252
41535,1503044,0.36370796698530694
41535,1503096,0.32582377323354084
41535,1503138,0.07605571425070094
41535,1503233,0.02326693661587232
41535,1503275,0.0748320666991361
41535,1503286,0.11164974829248599
41535,1503325,1.2194559781374579
41535,1503404,0.06197317924608715
41535,1503432,0.10786271584643288
41535,1503436,1.9361108757581518
41535,1503471,0.16728022260524192
41535,1503510,0.1472079139161656
41535,1503575,0.1014959949076711
41535,1503604,0.17736010958141307
41535,1503607,0.2367158567221087
41535,1503636,0.20309296024087609
41535,1503642,0.09266713970551564
41535,1503645,0.09456399042314068
41535,1503674,1.1652735957564122
41535,1503676,0.28689578423341877
41535,1503820,0.08032774643717241
41535,1503857,0.5995269885080382
41535,1503910,0.1739071816581998
41536,1503001,0.11346204769853149
41536,1503009,0.029372510465768727
41536,1503044,0.21792495809293053
41536,1503096,0.18407298878172862
41536,1503138,0.04069440161403144
41536,1503206,0.0174492398218104
41536,1503233,0.012615137270119866
41536,1503275,0.03569018768327473
41536,1503286,0.0566291319446454
41536,1503325,0.7338334792370984
41536,1503404,0.03050297503754776
41536,1503432,0.04886346550892368
41536,1503436,1.0149066810642708
41536,1503471,0.08941072834730471
41536,1503604,0.07497729654337429
41536,1503607,0.12998920771127656
41536,1503636,0.10443548702661508
41536,1503642,0.046825473200892115
41536,1503645,0.05667467229375653
41536,1503674,0.5020799077543265
41536,1503676,0.12485720307235589
41536,1503820,0.03450948187587543
41536,1503857,0.27307338294458827
41536,1503910,0.08265823527950787
41538,1503001,0.08718092058956767
41538,1503009,0.007563242734611836
41538,1503044,0.23683122528770068
41538,1503096,0.12215961495845273
41538,1503138,0.021516336734561457
41538,1503206,0.01281106781614681
41538,1503233,0.006991674441205774
41538,1503275,0.0145874311138076
41538,1503325,0.7937319346286723
41538,1503404,0.00834168924239385
41538,1503436,0.2996075892609803
41538,1503471,0.05558828809398577
41538,1503604,0.018764773576654816
41538,1503607,0.0762591214294864
41538,1503636,0.056550534032998596
41538,1503642,0.02567141342307147
41538,1503645,0.05496848904476751
41538,1503674,0.1395325198581481
41538,1503676,0.032938849740808934
41538,1503820,0.008891890364509382
41538,1503857,0.07793684448602907
41538,1503910,0.03360541459101108
41539,1503044,0.0265037685497502
41539,1503590,0.04965485239752454
41539,1503638,0.05193142297133239
41539,1503723,0.03897728598843193
41539,1503836,0.31239740467565513
41539,1503964,0.15647217572938765
41539,1503986,0.04275790426656859
41540,1503001,0.07603598089426482
41540,1503009,0.01995530345957727
41540,1503044,0.15228958065308387
41540,1503096,0.1326216807483332
41540,1503138,0.0292264833854016
41540,1503206,0.012568547029027528
41540,1503233,0.009071295452709677
41540,1503275,0.023241192672392066
41540,1503286,0.04036436726977115
41540,1503325,0.5164192777973833
41540,1503404,0.021288436777712725
41540,1503432,0.0338875768633667
41540,1503436,0.7197896393518746
41540,1503471,0.05938221030434411
41540,1503604,0.05048830102676535
41540,1503607,0.09356288551841392
41540,1503636,0.06877873343233443
41540,1503642,0.030763580294643055
41540,1503645,0.040394694674476664
41540,1503674,0.32662471068465493
41540,1503676,0.08528835788616368
41540,1503820,0.023444321190694766
41540,1503857,0.18931019300921603
41540,1503910,0.05381038041620209
41541,1503044,0.11929237961247321
41541,1503590,0.25877654809289524
41541,1503638,0.26559874164999747
41541,1503723,0.19519010939130818
41541,1503836,1.5017368998763925
41541,1503964,0.8169554029263527
41541,1503986,0.23879183117825936
41558,1503009,0.08287415147984384
41558,1503050,0.2680968637424509
41558,1503074,0.9338780431294997
41558,1503096,0.22162110815532987
41558,1503103,0.46048202840772945
41558,1503138,0.18405433557593012
41558,1503233,0.038206200422122964
41558,1503251,0.9664899923234679
41558,1503263,1.2234832924489794
41558,1503286,0.6141316344556892
41558,1503308,0.5050574395604241
